"Step","robust-puddle-9 - psnr","robust-puddle-9 - psnr__MIN","robust-puddle-9 - psnr__MAX"
"491","34.14830017089844","34.14830017089844","34.14830017089844"
"492","34.14386749267578","34.14386749267578","34.14386749267578"
"493","34.131282806396484","34.131282806396484","34.131282806396484"
"494","34.14205551147461","34.14205551147461","34.14205551147461"
"495","34.144954681396484","34.144954681396484","34.144954681396484"
"496","34.13654327392578","34.13654327392578","34.13654327392578"
"497","34.14071273803711","34.14071273803711","34.14071273803711"
"498","34.146732330322266","34.146732330322266","34.146732330322266"
"499","34.15556335449219","34.15556335449219","34.15556335449219"
"500","34.14100646972656","34.14100646972656","34.14100646972656"
"501","34.14161682128906","34.14161682128906","34.14161682128906"
"502","34.144775390625","34.144775390625","34.144775390625"
"503","34.1439208984375","34.1439208984375","34.1439208984375"
"504","34.1544189453125","34.1544189453125","34.1544189453125"
"505","34.15177536010742","34.15177536010742","34.15177536010742"
"506","34.15317916870117","34.15317916870117","34.15317916870117"
"507","34.1440315246582","34.1440315246582","34.1440315246582"
"508","34.143798828125","34.143798828125","34.143798828125"
"510","30.754106521606445","30.754106521606445","30.754106521606445"
"511","33.77303695678711","33.77303695678711","33.77303695678711"
"512","33.88764190673828","33.88764190673828","33.88764190673828"
"513","33.95470428466797","33.95470428466797","33.95470428466797"
"514","33.9365234375","33.9365234375","33.9365234375"
"515","33.97949981689453","33.97949981689453","33.97949981689453"
"516","33.97783279418945","33.97783279418945","33.97783279418945"
"517","33.98236083984375","33.98236083984375","33.98236083984375"
"518","34.011253356933594","34.011253356933594","34.011253356933594"
"519","33.998626708984375","33.998626708984375","33.998626708984375"
"520","34.01654815673828","34.01654815673828","34.01654815673828"
"521","34.020057678222656","34.020057678222656","34.020057678222656"
"522","34.020015716552734","34.020015716552734","34.020015716552734"
"523","34.02031707763672","34.02031707763672","34.02031707763672"
"524","34.03557586669922","34.03557586669922","34.03557586669922"
"525","34.04124069213867","34.04124069213867","34.04124069213867"
"526","34.03934097290039","34.03934097290039","34.03934097290039"
"527","34.0445442199707","34.0445442199707","34.0445442199707"
"528","34.03623580932617","34.03623580932617","34.03623580932617"
"529","34.04685592651367","34.04685592651367","34.04685592651367"
"530","34.04722213745117","34.04722213745117","34.04722213745117"
"531","34.0451545715332","34.0451545715332","34.0451545715332"
"532","34.05389404296875","34.05389404296875","34.05389404296875"
"533","34.0631103515625","34.0631103515625","34.0631103515625"
"534","34.0489387512207","34.0489387512207","34.0489387512207"
"535","34.07025909423828","34.07025909423828","34.07025909423828"
"536","34.063350677490234","34.063350677490234","34.063350677490234"
"537","34.06309127807617","34.06309127807617","34.06309127807617"
"538","34.07076644897461","34.07076644897461","34.07076644897461"
"539","34.04103088378906","34.04103088378906","34.04103088378906"
"540","34.05995178222656","34.05995178222656","34.05995178222656"
"541","34.06644058227539","34.06644058227539","34.06644058227539"
"542","34.07639694213867","34.07639694213867","34.07639694213867"
"543","34.08095932006836","34.08095932006836","34.08095932006836"
"544","34.07697296142578","34.07697296142578","34.07697296142578"
"545","34.08418273925781","34.08418273925781","34.08418273925781"
"546","34.0765380859375","34.0765380859375","34.0765380859375"
"547","34.08236312866211","34.08236312866211","34.08236312866211"
"548","34.088741302490234","34.088741302490234","34.088741302490234"
"549","34.09001159667969","34.09001159667969","34.09001159667969"
"550","34.09124755859375","34.09124755859375","34.09124755859375"
"551","34.061866760253906","34.061866760253906","34.061866760253906"
"552","34.0888671875","34.0888671875","34.0888671875"
"553","34.05781555175781","34.05781555175781","34.05781555175781"
"554","34.085208892822266","34.085208892822266","34.085208892822266"
"555","34.06207275390625","34.06207275390625","34.06207275390625"
"556","34.094322204589844","34.094322204589844","34.094322204589844"
"557","34.07572555541992","34.07572555541992","34.07572555541992"
"558","34.06831741333008","34.06831741333008","34.06831741333008"
"559","34.0928955078125","34.0928955078125","34.0928955078125"
"561","30.76724624633789","30.76724624633789","30.76724624633789"
"562","33.66426086425781","33.66426086425781","33.66426086425781"
"563","33.78803634643555","33.78803634643555","33.78803634643555"
"564","33.912071228027344","33.912071228027344","33.912071228027344"
"565","33.9197998046875","33.9197998046875","33.9197998046875"
"566","33.93914031982422","33.93914031982422","33.93914031982422"
"567","33.95510482788086","33.95510482788086","33.95510482788086"
"568","33.9619140625","33.9619140625","33.9619140625"
"569","33.97364807128906","33.97364807128906","33.97364807128906"
"570","33.97683334350586","33.97683334350586","33.97683334350586"
"571","33.989845275878906","33.989845275878906","33.989845275878906"
"572","33.98133087158203","33.98133087158203","33.98133087158203"
"573","33.979923248291016","33.979923248291016","33.979923248291016"
"574","33.999717712402344","33.999717712402344","33.999717712402344"
"575","33.96282196044922","33.96282196044922","33.96282196044922"
"576","33.97605514526367","33.97605514526367","33.97605514526367"
"577","33.99623107910156","33.99623107910156","33.99623107910156"
"578","34.00440216064453","34.00440216064453","34.00440216064453"
"579","34.00770950317383","34.00770950317383","34.00770950317383"
"580","34.01459884643555","34.01459884643555","34.01459884643555"
"581","34.01947784423828","34.01947784423828","34.01947784423828"
"582","34.00802993774414","34.00802993774414","34.00802993774414"
"583","34.01814270019531","34.01814270019531","34.01814270019531"
"584","34.015380859375","34.015380859375","34.015380859375"
"585","34.02862548828125","34.02862548828125","34.02862548828125"
"586","34.00994110107422","34.00994110107422","34.00994110107422"
"587","34.032073974609375","34.032073974609375","34.032073974609375"
"588","34.011898040771484","34.011898040771484","34.011898040771484"
"589","34.032073974609375","34.032073974609375","34.032073974609375"
"590","34.03091812133789","34.03091812133789","34.03091812133789"
"591","33.99110412597656","33.99110412597656","33.99110412597656"
"592","34.031700134277344","34.031700134277344","34.031700134277344"
"593","34.041770935058594","34.041770935058594","34.041770935058594"
"594","33.98385238647461","33.98385238647461","33.98385238647461"
"595","34.03495407104492","34.03495407104492","34.03495407104492"
"596","34.0412483215332","34.0412483215332","34.0412483215332"
"597","34.0402946472168","34.0402946472168","34.0402946472168"
"598","34.03466033935547","34.03466033935547","34.03466033935547"
"599","34.04050827026367","34.04050827026367","34.04050827026367"
"600","34.0385627746582","34.0385627746582","34.0385627746582"
"601","34.04351043701172","34.04351043701172","34.04351043701172"
"602","34.01601791381836","34.01601791381836","34.01601791381836"
"603","34.03371810913086","34.03371810913086","34.03371810913086"
"604","34.05181121826172","34.05181121826172","34.05181121826172"
"605","34.050262451171875","34.050262451171875","34.050262451171875"
"606","34.05458068847656","34.05458068847656","34.05458068847656"
"607","34.04954147338867","34.04954147338867","34.04954147338867"
"608","34.06013488769531","34.06013488769531","34.06013488769531"
"609","34.0494384765625","34.0494384765625","34.0494384765625"
"610","34.054141998291016","34.054141998291016","34.054141998291016"
